alpha_1,alpha_2,N,d,h,nb_layers,nb_head,para_head,loss,unif_loss,best_loss
0.9,0.6,100,10,0,1,1,50,1.548650885820389,2.922641332571649,1.1857152783870697
0.9,0.6,100,10,0,2,1,50,1.4914625251293183,2.922641332571649,1.1857152783870697
0.9,0.6,100,10,1000,1,1,50,1.5347066605091095,2.922641332571649,1.1857152783870697
0.9,0.6,100,10,1000,2,1,50,1.5111362612247468,2.922641332571649,1.1857152783870697
