lamb,N,d,h,nb_layers,nb_head,loss
2,100,30,150,1,2,1.6773277378082276
2,100,30,150,1,3,1.6763477623462677
2,100,30,150,1,5,1.677547482252121
2,100,30,150,1,6,1.677754682302475
2,100,60,300,1,2,1.6632782554626464
2,100,60,300,1,3,1.6644511890411378
2,100,60,300,1,5,1.6621585011482238
2,100,60,300,1,6,1.6618531405925752
