lamb,N,d,h,nb_layers,nb_head,para_head,loss
0.5228452086448669,10,2,100,1,1,1,0.7135303038358688
0.5228452086448669,10,5,100,1,1,1,0.353102148771286
0.5228452086448669,10,10,100,1,1,1,0.15610780954360962
0.5228452086448669,10,15,100,1,1,1,0.15832978129386902
0.5228452086448669,10,20,100,1,1,1,0.16183954536914824
0.5228452086448669,10,50,100,1,1,1,0.13883948922157288
0.5228452086448669,10,100,100,1,1,1,0.1383689534664154
1.2699939012527466,20,2,100,1,1,1,1.4202332150936128
1.2699939012527466,20,5,100,1,1,1,1.0283429276943208
1.2699939012527466,20,10,100,1,1,1,0.8083025467395782
1.2699939012527466,20,15,100,1,1,1,0.6857204413414002
1.2699939012527466,20,20,100,1,1,1,0.6727087020874023
1.2699939012527466,20,50,100,1,1,1,0.6131712019443512
1.2699939012527466,20,100,100,1,1,1,0.6106590592861175
1.7066826820373535,30,2,100,1,1,1,1.5759185099601745
1.7066826820373535,30,5,100,1,1,1,1.3647246432304383
1.7066826820373535,30,10,100,1,1,1,1.1797207880020142
1.7066826820373535,30,15,100,1,1,1,1.0802894115447998
1.7066826820373535,30,20,100,1,1,1,1.0047373151779175
1.7066826820373535,30,50,100,1,1,1,0.8905920338630676
1.7066826820373535,30,100,100,1,1,1,0.9014407396316528
2.1297311782836914,50,2,100,1,1,1,1.703068642616272
2.1297311782836914,50,5,100,1,1,1,1.6054064869880675
2.1297311782836914,50,10,100,1,1,1,1.4772527146339416
2.1297311782836914,50,15,100,1,1,1,1.4274694848060607
2.1297311782836914,50,20,100,1,1,1,1.335240318775177
2.1297311782836914,50,50,100,1,1,1,1.1903783726692199
2.1297311782836914,50,100,100,1,1,1,1.1330214500427247
2.745783567428589,100,2,100,1,1,1,1.8357150959968567
2.745783567428589,100,5,100,1,1,1,1.8130207467079162
2.745783567428589,100,10,100,1,1,1,1.7705882716178893
2.745783567428589,100,15,100,1,1,1,1.7336151146888732
2.745783567428589,100,20,100,1,1,1,1.7001737332344056
2.745783567428589,100,50,100,1,1,1,1.5966402697563171
2.745783567428589,100,100,100,1,1,1,1.5058895802497865
