lamb,N,d,h,nb_layers,nb_head,para_head,loss
2.745783567428589,100,10,100,1,1,1,1.76244597196579
2.745783567428589,100,20,100,1,1,1,1.710755512714386
2.745783567428589,100,30,100,1,1,1,1.647118628025055
2.745783567428589,100,50,100,1,1,1,1.590150306224823
2.745783567428589,100,100,100,1,1,1,1.5151870369911193
2.745783567428589,100,150,100,1,1,1,1.5017288374900817
2.745783567428589,100,200,100,1,1,1,1.5001214861869812
