acc,para,N,d,d_head
0.04975390625000001,21,70,10,1
0.060093750000000015,21,70,10,2
0.08209375000000001,21,70,10,3
0.12604687500000003,21,70,10,4
0.17744921875000003,21,70,10,5
0.23773046875,21,70,10,6
0.30018359375,21,70,10,7
0.37426953125,21,70,10,8
0.45328515625000004,21,70,10,9
0.54526171875,21,70,10,10
