acc,para,N,d,d_head,width
0.11118945312499999,1,200,60,60,0
0.547673828125,1,200,60,60,240
0.678158203125,1,200,60,60,480
0.638240234375,1,200,60,60,720
0.63124609375,1,200,60,60,960
0.62544140625,1,200,60,60,1200
