acc,para,N,d,d_head
0.0855703125,1,50,6,6
0.1535859375,6,50,6,6
0.21028125000000003,11,50,6,6
0.2659296875,16,50,6,6
0.3138125,21,50,6,6
0.37527343750000003,26,50,6,6
0.4231640625,31,50,6,6
