acc,para,N,d,d_head,width
0.069794921875,1,70,10,10,0
0.23648828125,6,70,10,10,100
0.37397265625,11,70,10,10,200
0.4977890625,16,70,10,10,300
0.578044921875,21,70,10,10,400
0.589712890625,26,70,10,10,500
0.6934296875,31,70,10,10,600
