acc,para,N,d,d_head,width
0.07810937500000001,1,200,40,40,0
0.27437109375,1,200,40,40,160
0.37938671874999996,1,200,40,40,320
0.377767578125,1,200,40,40,480
0.36802343750000005,1,200,40,40,640
0.37118359375,1,200,40,40,800
