acc,para,N,d,d_head
0.1400546875,1,50,11,11
0.37095312499999994,6,50,11,11
0.586640625,11,50,11,11
0.8020156249999999,16,50,11,11
0.9618437500000001,21,50,11,11
0.9986171875000002,26,50,11,11
0.9998359375,31,50,11,11
