acc,para,N,d,d_head,width
0.0996240234375,1,50,7,7,520
0.22731689453124998,6,50,7,7,520
0.31460205078125003,11,50,7,7,520
0.446787109375,16,50,7,7,520
0.47309814453125,21,50,7,7,520
