acc,para,N,d,d_head,width
0.093673828125,1,200,50,50,0
0.40822460937500005,1,200,50,50,200
0.5388378906250001,1,200,50,50,400
0.518978515625,1,200,50,50,600
0.5053847656249999,1,200,50,50,800
0.50896484375,1,200,50,50,1000
