acc,para,N,d,d_head,width
0.082666015625,1,50,7,7,0
0.1395654296875,1,50,7,7,70
0.1677734375,1,50,7,7,140
0.2064794921875,1,50,7,7,210
0.23802734375,1,50,7,7,280
0.2351025390625,1,50,7,7,350
