acc,para,N,d,d_head,width
0.082275390625,1,50,7,7,0
0.290595703125,1,50,7,7,70
0.4634814453125,1,50,7,7,140
0.4157861328125,1,50,7,7,210
0.5855810546875,1,50,7,7,280
