acc,para,N,d,d_head,width
0.096416015625,1,200,60,60,1200
0.448583984375,3,200,60,60,1200
0.7923876953125,5,200,60,60,1200
0.977509765625,7,200,60,60,1200
0.998916015625,9,200,60,60,1200
1.0,11,200,60,60,1200
