acc,para,N,d,d_head
0.10050781249999999,1,50,7,7
0.18867187500000002,6,50,7,7
0.263421875,11,50,7,7
0.3443125,16,50,7,7
0.43130468750000006,21,50,7,7
0.512515625,26,50,7,7
0.5913125,31,50,7,7
