acc,para,N,d,d_head,width
0.068041015625,1,70,10,10,0
0.151392578125,6,70,10,10,100
0.23009375000000004,11,70,10,10,200
0.30092578125,16,70,10,10,300
0.38925976562500003,21,70,10,10,400
0.49005664062499993,26,70,10,10,500
0.59398828125,31,70,10,10,600
