acc,para,N,d,d_head
0.1470703125,1,50,12,12
0.4359375,6,50,12,12
0.679171875,11,50,12,12
0.9174218749999999,16,50,12,12
0.9966328125,21,50,12,12
0.9999218750000001,26,50,12,12
0.9999218750000001,31,50,12,12
