acc,para,N,d,d_head
0.06587890625000001,1,70,7,7
0.11355078125,5,70,7,7
0.15200390625,9,70,7,7
0.1966015625,13,70,7,7
0.23957812500000003,17,70,7,7
0.29425390625,21,70,7,7
