acc,para,N,d,d_head
0.12165625,1,50,9,9
0.27578125,6,50,9,9
0.413296875,11,50,9,9
0.5523359375,16,50,9,9
0.6960234375000001,21,50,9,9
0.8337109375,26,50,9,9
0.9383671875000001,31,50,9,9
