acc,para,N,d,d_head
0.053330078125,8,200,50,1
0.17447753906250002,8,200,50,10
0.30610351562500004,8,200,50,20
0.486318359375,8,200,50,30
0.6904833984375001,8,200,50,40
0.8915673828124999,8,200,50,50
