acc,para,N,d,d_head,width
0.0765087890625,1,200,60,60,0
0.9948095703125,1,200,60,60,240
1.0,1,200,60,60,480
1.0,1,200,60,60,720
1.0,1,200,60,60,960
1.0,1,200,60,60,1200
