acc,para,N,d,d_head
0.081453125,20,50,10,1
0.1096484375,20,50,10,2
0.1554375,20,50,10,3
0.2094375,20,50,10,4
0.2878515625,20,50,10,5
0.35668750000000005,20,50,10,6
0.4534453125,20,50,10,7
0.5456875,20,50,10,8
0.639140625,20,50,10,9
0.8044218749999998,20,50,10,10
