acc,para,N,d,d_head
0.11211718749999999,1,50,8,8
0.2311171875,6,50,8,8
0.33475781250000003,11,50,8,8
0.4450078125,16,50,8,8
0.559640625,21,50,8,8
0.66278125,26,50,8,8
0.78328125,31,50,8,8
