acc,para,N,d,d_head,width
0.11767968750000002,1,70,13,13,0
0.4517929687500001,1,70,13,13,104
0.6724062500000001,1,70,13,13,208
0.7281054687499999,1,70,13,13,312
0.67635546875,1,70,13,13,416
0.7098789062499999,1,70,13,13,520
