acc,para,N,d,d_head,width
0.08449999999999999,1,70,13,13,0
0.395267578125,6,70,13,13,130
0.779380859375,11,70,13,13,260
0.9438847656250001,16,70,13,13,390
0.9773964843749999,21,70,13,13,520
0.9859648437499999,26,70,13,13,650
0.9975859374999999,31,70,13,13,780
