acc,para,N,d,d_head
0.09373828125,1,200,50,50
0.20320898437499996,3,200,50,50
0.298935546875,5,200,50,50
0.393021484375,7,200,50,50
0.47806250000000006,9,200,50,50
0.55908203125,11,200,50,50
