acc,para,N,d,d_head,width
0.058740234375000006,1,200,40,40,1200
0.2628564453125,3,200,40,40,1200
0.4159130859375,5,200,40,40,1200
0.600400390625,7,200,40,40,1200
0.7578076171875,9,200,40,40,1200
0.7936669921874999,11,200,40,40,1200
