acc,para,N,d,d_head
0.1298125,1,50,10,10
0.324265625,6,50,10,10
0.50625,11,50,10,10
0.6851640625,16,50,10,10
0.8607968749999999,21,50,10,10
0.9633671875,26,50,10,10
0.9973515625000001,31,50,10,10
