acc,para,N,d,d_head,width
0.071025390625,1,200,40,40,0
0.5671142578125,1,200,40,40,160
0.9665087890624999,1,200,40,40,320
0.9970263671874999,1,200,40,40,480
1.0,1,200,40,40,640
1.0,1,200,40,40,800
