acc,para,N,d,d_head
0.074677734375,1,200,50,50
0.32845703125000003,3,200,50,50
0.5440283203125,5,200,50,50
0.66298828125,7,200,50,50
0.95544921875,9,200,50,50
1.0,11,200,50,50
