acc,para,N,d,d_head
0.06779687499999999,1,50,4,4
0.09043749999999999,6,50,4,4
0.1142734375,11,50,4,4
0.125703125,16,50,4,4
0.14627343750000002,21,50,4,4
0.15959375,26,50,4,4
0.17374218749999998,31,50,4,4
