acc,para,N,d,d_head
0.1625546875,1,50,13,13
0.481984375,6,50,13,13
0.7744531250000001,11,50,13,13
0.988234375,16,50,13,13
0.999828125,21,50,13,13
0.999953125,26,50,13,13
0.9999296875000001,31,50,13,13
