acc,para,N,d,d_head
0.058625000000000003,1,50,3,3
0.0652109375,6,50,3,3
0.07578125,11,50,3,3
0.085640625,16,50,3,3
0.08792187500000001,21,50,3,3
0.09500781250000001,26,50,3,3
0.097328125,31,50,3,3
