acc,para,N,d,d_head
0.33045312500000007,1,10,2,2
0.49689453125,5,10,2,2
0.6333925781249999,9,10,2,2
0.733966796875,13,10,2,2
0.8567089843750001,17,10,2,2
0.8577714843749998,21,10,2,2
