acc,para,N,d,d_head
0.07375781249999999,1,50,5,5
0.119265625,6,50,5,5
0.15822656250000003,11,50,5,5
0.19215625,16,50,5,5
0.2248125,21,50,5,5
0.2572265625,26,50,5,5
0.2935625,31,50,5,5
