acc,para,N,d,d_head,width
0.152255859375,1,50,10,10,20
0.25783203125,1,50,10,10,120
0.38462890625,1,50,10,10,220
0.503232421875,1,50,10,10,320
0.76427734375,1,50,10,10,420
0.759423828125,1,50,10,10,520
