acc,para,N,d,d_head,width
0.085470703125,1,70,13,13,0
0.21896875000000002,6,70,13,13,130
0.3629453125,11,70,13,13,260
0.51060546875,16,70,13,13,390
0.685865234375,21,70,13,13,520
0.9111542968750002,26,70,13,13,650
0.9991894531250001,31,70,13,13,780
