acc,para,N,d,d_head,width
0.05439648437500001,1,70,7,7,0
0.09802929687499999,6,70,7,7,70
0.12753125,11,70,7,7,140
0.163927734375,16,70,7,7,210
0.20036523437500003,21,70,7,7,280
0.237861328125,26,70,7,7,350
0.27035156250000003,31,70,7,7,420
