acc,para,N,d,d_head,width
0.06587890625000001,1,70,7,7,0
0.139265625,1,70,7,7,56
0.18722265625,1,70,7,7,112
0.22734765625,1,70,7,7,168
0.25084765625,1,70,7,7,224
0.303921875,1,70,7,7,280
