acc,para,N,d,d_head
0.110390625,1,200,60,60
0.258662109375,3,200,60,60
0.39353906250000004,5,200,60,60
0.5154882812499999,7,200,60,60
0.624076171875,9,200,60,60
0.7266425781250001,11,200,60,60
