acc,para,N,d,d_head
0.07683203125,1,200,40,40
0.147845703125,3,200,40,40
0.214447265625,5,200,40,40
0.27762109375,7,200,40,40
0.334580078125,9,200,40,40
0.39470117187500003,11,200,40,40
